,codigo,sintomas
2793,F79.1,Sintomas no encontrados
2794,F79.8,Sintomas no encontrados
2795,F79.9,Sintomas no encontrados
2796,F80,Sintomas no encontrados
2797,F80.0,Sintomas no encontrados
2798,F80.1,Sintomas no encontrados
2799,F80.2,Sintomas no encontrados
2800,F80.3,Sintomas no encontrados
2801,F80.8,Sintomas no encontrados
2802,F80.9,Sintomas no encontrados
2803,F81,Sintomas no encontrados
2804,F81.0,Sintomas no encontrados
2805,F81.1,"Poor and inconsistent handwriting, Poor spelling and spacing, Other transcription difficulties in absence of oral language difficulties"
2806,F81.2,Sintomas no encontrados
2807,F81.3,Sintomas no encontrados
2808,F81.8,Sintomas no encontrados
2809,F81.9,Sintomas no encontrados
2810,F82,Sintomas no encontrados
2811,F83,Sintomas no encontrados
2812,F84,Sintomas no encontrados
2813,F84.0,"Trouble with social interaction, verbal and nonverbal communication, and presence of restricted interests and repetitive behavior[1]"
2814,F84.1,Sintomas no encontrados
2815,F84.2,"Impairments in language and coordination, and repetitive movements, slower growth, smaller head[3]"
2816,F84.3,Sintomas no encontrados
2817,F84.4,Sintomas no encontrados
2818,F84.5,"Problems with social interaction, non-verbal communication, restricted interests, and repetitive behavior[7]"
2819,F84.8,Sintomas no encontrados
2820,F84.9,Sintomas no encontrados
2821,F88,Sintomas no encontrados
2822,F89,Sintomas no encontrados
2823,F90,"Difficulty paying attention, excessive activity, executive dysfunction, difficulty controlling behavior"
2824,F90.0,"Difficulty paying attention, excessive activity, executive dysfunction, difficulty controlling behavior"
2825,F90.1,"Difficulty paying attention, excessive activity, executive dysfunction, difficulty controlling behavior"
2826,F90.8,Sintomas no encontrados
2827,F90.9,Sintomas no encontrados
2828,F91,Sintomas no encontrados
2829,F91.0,Sintomas no encontrados
2830,F91.1,Sintomas no encontrados
2831,F91.2,Sintomas no encontrados
2832,F91.3,Sintomas no encontrados
2833,F91.8,Sintomas no encontrados
2834,F91.9,Sintomas no encontrados
2835,F92,Sintomas no encontrados
2836,F92.0,Sintomas no encontrados
2837,F92.8,Sintomas no encontrados
2838,F92.9,Sintomas no encontrados
2839,F93,Sintomas no encontrados
2840,F93.0,Sintomas no encontrados
2841,F93.1,Sintomas no encontrados
2842,F93.2,Sintomas no encontrados
2843,F93.3,Sintomas no encontrados
2844,F93.8,Sintomas no encontrados
2845,F93.9,Sintomas no encontrados
2846,F94,Sintomas no encontrados
2847,F94.0,Sintomas no encontrados
2848,F94.1,Sintomas no encontrados
2849,F94.2,Sintomas no encontrados
2850,F94.8,Sintomas no encontrados
2851,F94.9,Sintomas no encontrados
2852,F95,Sintomas no encontrados
2853,F95.0,Sintomas no encontrados
2854,F95.1,Sintomas no encontrados
2855,F95.2,Sintomas no encontrados
2856,F95.8,Sintomas no encontrados
2857,F95.9,Sintomas no encontrados
2858,F98,Sintomas no encontrados
2859,F98.0,Sintomas no encontrados
2860,F98.1,Sintomas no encontrados
2861,F98.2,Sintomas no encontrados
2862,F98.3,Sintomas no encontrados
2863,F98.4,Sintomas no encontrados
2864,F98.5,Sintomas no encontrados
2865,F98.6,Sintomas no encontrados
2866,F98.8,Sintomas no encontrados
2867,F98.9,Sintomas no encontrados
2868,F99,Sintomas no encontrados
2869,G00,Sintomas no encontrados
2870,G00.0,Sintomas no encontrados
2871,G00.1,Sintomas no encontrados
2872,G00.2,Sintomas no encontrados
2873,G00.3,Sintomas no encontrados
2874,G00.8,Sintomas no encontrados
2875,G00.9,Sintomas no encontrados
2876,G01,Sintomas no encontrados
2877,G02,Sintomas no encontrados
2878,G02.0,Sintomas no encontrados
2879,G02.1,Sintomas no encontrados
2880,G02.8,Sintomas no encontrados
2881,G03,Sintomas no encontrados
2882,G03.0,Sintomas no encontrados
2883,G03.1,"Fever, headache, neck stiffness[1]"
2884,G03.2,Sintomas no encontrados
2885,G03.8,Sintomas no encontrados
2886,G03.9,Sintomas no encontrados
2887,G04,Sintomas no encontrados
2888,G04.0,Sintomas no encontrados
2889,G04.1,Sintomas no encontrados
2890,G04.2,Sintomas no encontrados
2891,G04.8,Sintomas no encontrados
2892,G04.9,Sintomas no encontrados
2893,G05,Sintomas no encontrados
2894,G05.0,Sintomas no encontrados
2895,G05.1,Sintomas no encontrados
2896,G05.2,Sintomas no encontrados
2897,G05.8,Sintomas no encontrados
2898,G06,Sintomas no encontrados
2899,G06.0,Sintomas no encontrados
2900,G06.1,Sintomas no encontrados
2901,G06.2,Sintomas no encontrados
2902,G07,Sintomas no encontrados
2903,G08,Sintomas no encontrados
2904,G09,Sintomas no encontrados
2905,G10,"Problems with motor skills, including coordination and gait, mood, and mental abilities[1][2]"
2906,G11,"
Lack of coordination
Slurred speech
Trouble eating and swallowing
Deterioration of fine motor skills
Difficulty walking
Gait abnormalities
Eye movement abnormalities
Tremors
Heart problems
"
2907,G11.0,Sintomas no encontrados
2908,G11.1,Sintomas no encontrados
2909,G11.2,Sintomas no encontrados
2910,G11.3,Sintomas no encontrados
2911,G11.4,Sintomas no encontrados
2912,G11.8,Sintomas no encontrados
2913,G11.9,Sintomas no encontrados
2914,G12,Sintomas no encontrados
2915,G12.0,Sintomas no encontrados
2916,G12.1,Sintomas no encontrados
2917,G12.2,Sintomas no encontrados
2918,G12.8,Sintomas no encontrados
2919,G12.9,Sintomas no encontrados
2920,G13,Sintomas no encontrados
2921,G13.0,Sintomas no encontrados
2922,G13.1,Sintomas no encontrados
2923,G13.2,Sintomas no encontrados
2924,G13.8,Sintomas no encontrados
2925,G14,Sintomas no encontrados
2926,G20,"Tremor, rigidity, slowness of movement, difficulty walking[1]"
2927,G21,Sintomas no encontrados
2928,G21.0,"High fever, confusion, rigid muscles, variable blood pressure, sweating[1]"
2929,G21.1,Sintomas no encontrados
2930,G21.2,Sintomas no encontrados
2931,G21.3,Sintomas no encontrados
2932,G21.4,Sintomas no encontrados
2933,G21.8,Sintomas no encontrados
2934,G21.9,Sintomas no encontrados
2935,G22,Sintomas no encontrados
2936,G23,Sintomas no encontrados
2937,G23.0,"Dystonia, parkinsonism, dementia"
2938,G23.1,Sintomas no encontrados
2939,G23.2,Sintomas no encontrados
2940,G23.3,Sintomas no encontrados
2941,G23.8,Sintomas no encontrados
2942,G23.9,Sintomas no encontrados
2943,G24,Sintomas no encontrados
2944,G24.0,"Involuntary, repetitive body movements[1]"
2945,G24.1,Sintomas no encontrados
2946,G24.2,Sintomas no encontrados
2947,G24.3,Sintomas no encontrados
2948,G24.4,Sintomas no encontrados
2949,G24.5,Sintomas no encontrados
2950,G24.8,Sintomas no encontrados
2951,G24.9,Sintomas no encontrados
2952,G25,Sintomas no encontrados
2953,G25.0,Sintomas no encontrados
2954,G25.1,Sintomas no encontrados
2955,G25.2,Sintomas no encontrados
2956,G25.3,Sintomas no encontrados
2957,G25.4,Sintomas no encontrados
2958,G25.5,Sintomas no encontrados
2959,G25.6,Sintomas no encontrados
2960,G25.8,Sintomas no encontrados
2961,G25.9,Sintomas no encontrados
2962,G26,Sintomas no encontrados
2963,G30,"Difficulty in remembering recent events, problems with language, disorientation, mood swings[1][2]"
2964,G30.0,Sintomas no encontrados
2965,G30.1,Sintomas no encontrados
2966,G30.8,Sintomas no encontrados
2967,G30.9,Sintomas no encontrados
2968,G31,Sintomas no encontrados
2969,G31.0,Sintomas no encontrados
2970,G31.1,Sintomas no encontrados
2971,G31.2,Sintomas no encontrados
2972,G31.8,Sintomas no encontrados
2973,G31.9,Sintomas no encontrados
2974,G32,Sintomas no encontrados
2975,G32.0,Sintomas no encontrados
2976,G32.8,Sintomas no encontrados
2977,G35,"Bladder overactivity, bowel (constipation, bowel incontinence), cognition problems (anxiety, depression, limited critical thinking, learning, and planning), fatigue, hearing impairment or loss, mobility problems (dizziness – vertigo, lightheadedness, coordination issues, tremor), muscle problems (spasms, stiffness, and/or weakness), numbness and/or tingling, pain (stabbing pains in the face, feeling of burning, pins and needles, hugging or squeezing in the trunk and limbs), sexual problems (erectile dysfunction, ejaculation issues, decrease in vaginal lubrication and sensation), speech and/or swallowing difficulties, sensation problems, vision problems (double vision, blindness in one eye) [1] [2]
Symptoms may not present all at once, may come and go, and range from mild to severe.[3]"
2978,G36,Sintomas no encontrados
2979,G36.0,Sintomas no encontrados
2980,G36.1,Sintomas no encontrados
2981,G36.8,Sintomas no encontrados
2982,G36.9,Sintomas no encontrados
2983,G37,Sintomas no encontrados
2984,G37.0,Sintomas no encontrados
2985,G37.1,Sintomas no encontrados
2986,G37.2,Sintomas no encontrados
2987,G37.3,Sintomas no encontrados
2988,G37.4,Sintomas no encontrados
2989,G37.5,Sintomas no encontrados
2990,G37.8,Sintomas no encontrados
2991,G37.9,Sintomas no encontrados
2992,G40,"Periods of vigorous shaking, nearly undetectable spells[1]"
2993,G40.0,Sintomas no encontrados
2994,G40.1,Sintomas no encontrados
2995,G40.2,Sintomas no encontrados
2996,G40.3,Sintomas no encontrados
2997,G40.4,Sintomas no encontrados
2998,G40.5,Sintomas no encontrados
2999,G40.6,Sintomas no encontrados
3000,G40.7,Sintomas no encontrados
3001,G40.8,Sintomas no encontrados
3002,G40.9,Sintomas no encontrados
3003,G41,"Regular pattern of contraction and extension of the arms and legs, movement of one part of the body, unresponsive[1]"
3004,G41.0,Sintomas no encontrados
3005,G41.1,Sintomas no encontrados
3006,G41.2,Sintomas no encontrados
3007,G41.8,Sintomas no encontrados
3008,G41.9,Sintomas no encontrados
3009,G43,"Headaches, nausea, sensitivity to light, sensitivity to sound, sensitivity to smell[1][2]"
3010,G43.0,Sintomas no encontrados
3011,G43.1,Sintomas no encontrados
3012,G43.2,"Headaches, nausea, sensitivity to light, sensitivity to sound, sensitivity to smell[1][2]"
3013,G43.3,Sintomas no encontrados
3014,G43.8,Sintomas no encontrados
3015,G43.9,Sintomas no encontrados
3016,G44,Sintomas no encontrados
3017,G44.0,Sintomas no encontrados
3018,G44.1,Sintomas no encontrados
3019,G44.2,Sintomas no encontrados
3020,G44.3,Sintomas no encontrados
3021,G44.4,Sintomas no encontrados
3022,G44.8,Sintomas no encontrados
3023,G45,Sintomas no encontrados
3024,G45.0,Sintomas no encontrados
3025,G45.1,Sintomas no encontrados
3026,G45.2,Sintomas no encontrados
3027,G45.3,Temporary fleeting of vision in one or both eyes
3028,G45.4,Sintomas no encontrados
3029,G45.8,Sintomas no encontrados
3030,G45.9,Sintomas no encontrados
3031,G46,Sintomas no encontrados
3032,G46.0,Sintomas no encontrados
3033,G46.1,Sintomas no encontrados
3034,G46.2,Sintomas no encontrados
3035,G46.3,Sintomas no encontrados
3036,G46.4,Sintomas no encontrados
3037,G46.5,Sintomas no encontrados
3038,G46.6,Sintomas no encontrados
3039,G46.7,Sintomas no encontrados
3040,G46.8,Sintomas no encontrados
3041,G47,Sintomas no encontrados
3042,G47.0,Sintomas no encontrados
3043,G47.1,Sintomas no encontrados
3044,G47.2,Sintomas no encontrados
3045,G47.3,"Pauses breathing or periods of shallow breathing during sleep, snoring, tired during the day[1][2]"
3046,G47.4,Sintomas no encontrados
3047,G47.8,Sintomas no encontrados
3048,G47.9,Sintomas no encontrados
3049,G50,Sintomas no encontrados
3050,G50.0,"Typical: episodes of severe, sudden, shock-like pain in one side of the face that lasts for seconds to minutes[1]Atypical: constant burning pain[1]"
3051,G50.1,Sintomas no encontrados
3052,G50.8,Sintomas no encontrados
3053,G50.9,Sintomas no encontrados
3054,G51,Sintomas no encontrados
3055,G51.0,"Inability to move the facial muscles on one side, change in taste, pain around the ear[1]"
3056,G51.1,Sintomas no encontrados
3057,G51.2,Sintomas no encontrados
3058,G51.3,Sintomas no encontrados
3059,G51.4,Sintomas no encontrados
3060,G51.8,Sintomas no encontrados
3061,G51.9,Sintomas no encontrados
3062,G52,Sintomas no encontrados
3063,G52.0,Sintomas no encontrados
3064,G52.1,Sintomas no encontrados
3065,G52.2,Sintomas no encontrados
3066,G52.3,Sintomas no encontrados
3067,G52.7,Sintomas no encontrados
3068,G52.8,Sintomas no encontrados
3069,G52.9,Sintomas no encontrados
3070,G53,Sintomas no encontrados
3071,G53.0,Sintomas no encontrados
3072,G53.1,Sintomas no encontrados
3073,G53.2,Sintomas no encontrados
3074,G53.3,Sintomas no encontrados
3075,G53.8,Sintomas no encontrados
3076,G54,Sintomas no encontrados
3077,G54.0,Sintomas no encontrados
3078,G54.1,Sintomas no encontrados
3079,G54.2,Sintomas no encontrados
3080,G54.3,Sintomas no encontrados
3081,G54.4,Sintomas no encontrados
3082,G54.5,Sintomas no encontrados
3083,G54.6,Sintomas no encontrados
3084,G54.7,Sintomas no encontrados
3085,G54.8,Sintomas no encontrados
3086,G54.9,Sintomas no encontrados
3087,G55,Sintomas no encontrados
3088,G55.0,Sintomas no encontrados
3089,G55.1,Sintomas no encontrados
3090,G55.2,Sintomas no encontrados
3091,G55.3,Sintomas no encontrados
3092,G55.8,Sintomas no encontrados
3093,G56,Sintomas no encontrados
3094,G56.0,"Numbness, tingling in the thumb, index, middle finger, and half of ring finger.[1][2]"
3095,G56.1,Sintomas no encontrados
3096,G56.2,Sintomas no encontrados
3097,G56.3,Wrist drop[1]
3098,G56.8,Sintomas no encontrados
3099,G56.9,Sintomas no encontrados
3100,G57,Sintomas no encontrados
3101,G57.0,Buttock pain that is worse with sitting[2]
3102,G57.1,Sintomas no encontrados
3103,G57.2,Sintomas no encontrados
3104,G57.3,Sintomas no encontrados
3105,G57.4,Sintomas no encontrados
3106,G57.5,Sintomas no encontrados
3107,G57.6,Sintomas no encontrados
3108,G57.8,Sintomas no encontrados
3109,G57.9,Sintomas no encontrados
3110,G58,Sintomas no encontrados
3111,G58.0,Sintomas no encontrados
3112,G58.7,Sintomas no encontrados
3113,G58.8,Sintomas no encontrados
3114,G58.9,Sintomas no encontrados
3115,G59,Sintomas no encontrados
3116,G59.0,Sintomas no encontrados
3117,G59.8,Sintomas no encontrados
3118,G60,Sintomas no encontrados
3119,G60.0,Sintomas no encontrados
3120,G60.1,Sintomas no encontrados
3121,G60.2,Sintomas no encontrados
3122,G60.3,Sintomas no encontrados
3123,G60.8,Sintomas no encontrados
3124,G60.9,Sintomas no encontrados
3125,G61,Sintomas no encontrados
3126,G61.0,"Muscle weakness beginning in the feet and hands, usually ascending[2]"
3127,G61.1,Sintomas no encontrados
3128,G61.8,Sintomas no encontrados
3129,G61.9,Sintomas no encontrados
3130,G62,Sintomas no encontrados
3131,G62.0,Sintomas no encontrados
3132,G62.1,Sintomas no encontrados
3133,G62.2,Sintomas no encontrados
3134,G62.8,Sintomas no encontrados
3135,G62.9,Sintomas no encontrados
3136,G63,Sintomas no encontrados
3137,G63.0,Sintomas no encontrados
3138,G63.1,Sintomas no encontrados
3139,G63.2,Sintomas no encontrados
3140,G63.3,Sintomas no encontrados
3141,G63.4,Sintomas no encontrados
3142,G63.5,Sintomas no encontrados
3143,G63.6,Sintomas no encontrados
3144,G63.8,Sintomas no encontrados
3145,G64,Sintomas no encontrados
3146,G70,Sintomas no encontrados
3147,G70.0,"Varying degrees muscle weakness, double vision, drooping eyelids, trouble talking, trouble walking[1]"
3148,G70.1,Sintomas no encontrados
3149,G70.2,Sintomas no encontrados
3150,G70.8,Sintomas no encontrados
3151,G70.9,Sintomas no encontrados
3152,G71,Sintomas no encontrados
3153,G71.0,"Increasing weakening, breakdown of skeletal muscles, trouble walking[1][2]"
3154,G71.1,Sintomas no encontrados
3155,G71.2,Sintomas no encontrados
3156,G71.3,Sintomas no encontrados
3157,G71.8,Sintomas no encontrados
3158,G71.9,Sintomas no encontrados
3159,G72,Sintomas no encontrados
3160,G72.0,Sintomas no encontrados
3161,G72.1,Sintomas no encontrados
3162,G72.2,Sintomas no encontrados
3163,G72.3,Sintomas no encontrados
3164,G72.4,Sintomas no encontrados
3165,G72.8,Sintomas no encontrados
3166,G72.9,Sintomas no encontrados
3167,G73,Sintomas no encontrados
3168,G73.0,Sintomas no encontrados
3169,G73.1,Sintomas no encontrados
3170,G73.2,Sintomas no encontrados
3171,G73.3,Sintomas no encontrados
3172,G73.4,Sintomas no encontrados
3173,G73.5,Sintomas no encontrados
3174,G73.6,Sintomas no encontrados
3175,G73.7,Sintomas no encontrados
3176,G80,"
Poor coordination
Stiff muscles
Weak muscles
Tremors[1]
"
3177,G80.0,Sintomas no encontrados
3178,G80.1,Sintomas no encontrados
3179,G80.2,Sintomas no encontrados
3180,G80.3,Sintomas no encontrados
3181,G80.4,Sintomas no encontrados
3182,G80.8,Sintomas no encontrados
3183,G80.9,Sintomas no encontrados
3184,G81,Loss of motor skills on one side of body
3185,G81.0,Sintomas no encontrados
3186,G81.1,Sintomas no encontrados
3187,G81.9,Sintomas no encontrados
3188,G82,Sintomas no encontrados
3189,G82.0,Sintomas no encontrados
3190,G82.1,Sintomas no encontrados
3191,G82.2,Sintomas no encontrados
3192,G82.3,Sintomas no encontrados
3193,G82.4,Sintomas no encontrados
3194,G82.5,Sintomas no encontrados
3195,G83,Sintomas no encontrados
3196,G83.0,Sintomas no encontrados
3197,G83.1,Sintomas no encontrados
3198,G83.2,Sintomas no encontrados
3199,G83.3,Sintomas no encontrados
3200,G83.4,"Low back pain, pain that radiates down the leg, numbness around the anus, loss of bowel or bladder control[1]"
3201,G83.5,Sintomas no encontrados
3202,G83.6,Sintomas no encontrados
3203,G83.8,Sintomas no encontrados
3204,G83.9,Sintomas no encontrados
3205,G90,Sintomas no encontrados
3206,G90.0,Sintomas no encontrados
3207,G90.1,Sintomas no encontrados
3208,G90.2,Sintomas no encontrados
3209,G90.4,Sintomas no encontrados
3210,G90.5,Sintomas no encontrados
3211,G90.6,Sintomas no encontrados
3212,G90.7,Sintomas no encontrados
3213,G90.8,Sintomas no encontrados
3214,G90.9,Sintomas no encontrados
3215,G91,"Babies: rapid head growth, vomiting, sleepiness, seizures[1]Older people: Headaches, double vision, poor balance, urinary incontinence, personality changes, mental impairment[1]"
3216,G91.0,Sintomas no encontrados
